PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,CalendarYearIssued,StatusCurrent,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,TotalJobValuation,NumberOfFloors,HousingUnits,OriginalAddress1,OriginalZip,CouncilDistrict,Link,ProjectID,MasterPermitNum,Latitude,Longitude,Location,ContractorCompanyName,ContractorPhone
2015-104216 BP,R- 645 Demolition One Family Homes,Demolition,No,6203 ORLEANS DR,Total demo of home  Located in floodplain  COA buyout,330030329,LOT 11 BLK C ONION CREEK PLANTATIONS SEC 1,8/27/2015,9/1/2015,2015,Expired,9/2/2017,9/1/2017,,"1,600","7,500.00",1,1,6203 ORLEANS DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11407664,11407664,11407392,30.16904879,-97.74070028,"(30.16904879, -97.74070028)",AAR Inc.,5127786800
2016-099069 BP,R- 645 Demolition One Family Homes,Demolition,No,505 POST ROAD DR,total demo of existing sf res circa 1958,408040207,LOT 7 BLK B WILLIAMSON SUBD SEC 2,7/11/2016,9/21/2016,2016,Final,4/27/2018,4/27/2018,4/27/2018,"1,385","6,000.00",1,1,505 POST ROAD DR,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11583577,11583577,11562520,30.22801041,-97.76706807,"(30.22801041, -97.76706807)",DAR Construction,5124534646
2017-077078 BP,R- 645 Demolition One Family Homes,Demolition,No,608 E 49TH ST,Total demolition of existing SFR built circa 1948,222110124,,4/28/2017,6/26/2017,2017,Final,8/4/2017,8/4/2017,8/4/2017,"2,000","10,000.00",1,1,608 E 49TH ST,78751,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11744902,11744902,11713144,30.31132169,-97.71921802,"(30.31132169, -97.71921802)",Kata Homes Inc.,5122120747
2015-126722 BP,R- 645 Demolition One Family Homes,Demolition,No,7206 ANTOINE CIR,Total demo of home,330030310,LOT 25 BLK C ONION CREEK PLANTATIONS SEC 1,10/19/2015,10/20/2015,2015,Expired,10/21/2017,10/20/2017,,0,"7,500.00",1,1,7206 ANTOINE CIR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11433693,11433693,11433074,30.16859488,-97.741374,"(30.16859488, -97.741374)",AAR Inc.,5127786800
2015-126728 BP,R- 645 Demolition One Family Homes,Demolition,No,7127 DIXIE DR,Total demo of home,330030516,LOT 3 BLK B ONION CREEK PLANTATIONS SEC 1,10/19/2015,10/20/2015,2015,Expired,10/21/2017,10/20/2017,,"1,600","7,500.00",1,1,7127 DIXIE DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11433699,11433699,11433085,30.17002229,-97.74150981,"(30.17002229, -97.74150981)",AAR Inc.,5127786800
2016-010766 BP,R- 645 Demolition One Family Homes,Demolition,No,1119 EBERT AVE,Total demo of existing home  Circa 1935,205200119,LOT 52 BLK 7 BROOKSDALE,1/11/2016,2/2/2016,2016,Final,5/25/2016,5/25/2016,5/25/2016,"1,900","17,000.00",1,1,1119 EBERT AVE,78721,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11478982,11478982,11469425,30.26893605,-97.68666474,"(30.26893605, -97.68666474)",AAR Inc.,5127786800
2016-016969 BP,R- 645 Demolition One Family Homes,Demolition,No,7208 SALT SPRINGS DR,Total demo of existing home  City of Austin buyout,330030339,LOT 31 BLK H YARRABEE BEND SOUTH SEC 1,2/17/2016,2/19/2016,2016,Expired,2/20/2018,2/19/2018,,"1,600","7,500.00",1,1,7208 SALT SPRINGS DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11486172,11486172,11485960,30.16795276,-97.74035935,"(30.16795276, -97.74035935)",AAR Inc.,5127786800
2016-025098 BP,R- 645 Demolition One Family Homes,Demolition,No,5306 MEADOW CREEK CIR,Total demo of home  City of Austin buyout,412120916,LOT 14 BLK D EMERALD FOREST SEC 5,3/5/2016,3/8/2016,2016,Expired,3/9/2018,3/8/2018,,"1,600","7,500.00",1,1,5306 MEADOW CREEK CIR,78745,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11495899,11495899,11495607,30.21628777,-97.78866675,"(30.21628777, -97.78866675)",AAR Inc.,5127786800
2016-034992 BP,R- 645 Demolition One Family Homes,Demolition,No,1210 RADAM CIR,Total demo of existing home  City of Austin buyout,413110806,LOT 6 BLK C SALEM WALK SEC 2,3/29/2016,3/30/2016,2016,Expired,3/31/2018,3/30/2018,,"1,600","7,500.00",1,1,1210 RADAM CIR,78745,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11507674,11507674,11507593,30.21483425,-97.78776769,"(30.21483425, -97.78776769)",AAR Inc.,5127786800
2016-034993 BP,R- 645 Demolition One Family Homes,Demolition,No,1212 RADAM CIR,Total demo of existing home  City of Austin buyout,413110807,LOT 7 BLK C SALEM WALK SEC 2,3/29/2016,3/30/2016,2016,Expired,3/31/2018,3/30/2018,,"1,600","7,500.00",1,1,1212 RADAM CIR,78745,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11507675,11507675,11507592,30.21487414,-97.78797564,"(30.21487414, -97.78797564)",AAR Inc.,5127786800
2016-047446 BP,R- 645 Demolition One Family Homes,Demolition,No,7312 ONION CREEK DR,Total demo of home  City of Austin buyout,430000522,LOT 39 BLK I YARRABEE BEND SEC 4,4/21/2016,5/5/2016,2016,Expired,5/6/2018,5/5/2018,,"1,600","7,500.00",1,1,7312 ONION CREEK DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11522436,11522436,11520707,30.1690653,-97.74709053,"(30.1690653, -97.74709053)",AAR Inc.,5127786800
2016-051653 BP,R- 645 Demolition One Family Homes,Demolition,No,5107 CANELLA DR,Total demo of home  City of Austin buyout,430010602,LOT 5 BLK K SILVERSTONE PHS 1 SEC 1,4/21/2016,5/5/2016,2016,Expired,5/6/2018,5/5/2018,,"1,600","7,500.00",1,1,5107 CANELLA DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11527377,11527377,11520713,30.17310892,-97.75312003,"(30.17310892, -97.75312003)",AAR Inc.,5127786800
2017-021304 BP,R- 645 Demolition One Family Homes,Demolition,No,3805 GRAYSON LN,Total demolition of existing SFR built circa 1949,214130208,LOT 51 OLT 323435 DIV C GILES PLACE SEC 2,2/13/2017,2/24/2017,2017,Final,4/30/2018,4/30/2018,4/30/2018,"1,500","5,000.00",1,1,3805 GRAYSON LN,78722,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11677688,11677688,11672305,30.28905139,-97.70855456,"(30.28905139, -97.70855456)",Contempo Unique Homes,5127484351
2016-099098 BP,R- 645 Demolition One Family Homes,Demolition,No,210 HEARTWOOD DR,total demo of existing sf res circa 1977,413070436,LOT 10 BLK A COMMUNITY OF FAIRVIEW SEC 6,8/4/2016,8/17/2016,2016,Active,8/17/2016,8/17/2018,,"1,700","8,500.00",1,1,210 HEARTWOOD DR,78745,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11583606,11583606,11577357,30.21241767,-97.77332801,"(30.21241767, -97.77332801)",AAR Inc.,5127786800
2016-099101 BP,R- 645 Demolition One Family Homes,Demolition,No,302 HEARTWOOD DR,total demo of existing sf res circa 1977,413070440,,8/4/2016,8/17/2016,2016,Active,8/17/2016,8/17/2018,,"1,700","8,500.00",1,1,302 HEARTWOOD DR,78745,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11583609,11583609,11577361,30.21288228,-97.77276786,"(30.21288228, -97.77276786)",AAR Inc.,5127786800
2017-034893 BP,R- 645 Demolition One Family Homes,Demolition,No,1923 PAYNE AVE,Total demolition of existing SFR detached garage and guest house Built circa 1950,232042101,,3/15/2017,3/31/2017,2017,Final,5/9/2017,5/9/2017,5/9/2017,720,"2,000.00",1,1,1923 PAYNE AVE,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11694548,11694548,11688924,30.33841066,-97.73589825,"(30.33841066, -97.73589825)","BDB VENTURES, LLC",5128442152
2017-098446 BP,R- 645 Demolition One Family Homes,Demolition,No,3210 BEVERLY RD,Total demolition of existing SFR damaged by fire NRHD Pool house and garage to remain,120010712,LOT 15 BLK 1 BRYKERWOODS E,6/9/2017,8/10/2017,2017,Expired,3/14/2018,3/13/2018,,"1,500","12,000.00",1,1,3210 BEVERLY RD,78703,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11769939,11769939,11737255,30.30573788,-97.75517491,"(30.30573788, -97.75517491)",Willmington- Gordon,5127487070
2017-049872 BP,R- 645 Demolition One Family Homes,Demolition,No,2804 E 22ND ST,Total demolition of existing SFR built circa 1947,212120621,LOT 9 BLK 3 OLT 48 DIV B AUSTIN HEIGHTS,4/14/2017,3/27/2018,2018,Active,5/17/2018,11/13/2018,,"1,016","9,000.00",1,1,2804 E 22ND ST,78722,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11712441,11712441,11705873,30.28443707,-97.71181743,"(30.28443707, -97.71181743)",NWS Construction,5129196155
2017-056792 BP,R- 645 Demolition One Family Homes,Demolition,No,1701 DEXTER ST,Total demolition of existing SFR built circa 1949,102050707,LOT 3839  W 10 FT OF LOT 40 BLK E BARTON HEIGHTS,4/30/2017,5/11/2017,2017,Final,1/29/2018,1/29/2018,1/29/2018,"1,100","5,000.00",1,1,1701 DEXTER ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11720741,11720741,11713745,30.25737022,-97.76625287,"(30.25737022, -97.76625287)",Brown & Sons House Movers,5122473901
2017-096984 BP,R- 645 Demolition One Family Homes,Demolition,No,2214 S 3RD ST,TOTAL DEMO OF TWO STRUCTURES CIRCA 1962,402030215,LOT 4 BLK 1 BAWCOM SUBD,7/21/2017,4/16/2018,2018,Final,5/2/2018,5/2/2018,5/2/2018,"1,148","4,000.00",1,1,2214 S 3RD ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11768266,11768266,11759856,30.24439293,-97.76139011,"(30.24439293, -97.76139011)",Forsite Studio,5126596905
2017-060195 BP,R- 645 Demolition One Family Homes,Demolition,No,2000 E M FRANKLIN AVE,Total demolition of existing SFR built circa 1956,213160223,S74FT OF LOT 22 BLK 1 CREST HAVEN ADDN,5/10/2017,2/15/2018,2018,Active,2/15/2018,2/15/2020,,936,"7,000.00",1,1,2000 E M FRANKLIN AVE,78723,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11724814,11724814,11720020,30.28481002,-97.69728333,"(30.28481002, -97.69728333)",MX3 Investments,5122702900
2016-017361 BP,R- 645 Demolition One Family Homes,Demolition,No,7109 DIXIE DR,Total demo of existing home  City of Austin buyout,330030525,LOT 12 BLK B ONION CREEK PLANTATIONS SEC 1,2/18/2016,2/19/2016,2016,Expired,2/20/2018,2/19/2018,,"1,600","7,500.00",1,1,7109 DIXIE DR,78744,2,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11486621,11486621,11486553,30.16967658,-97.74005671,"(30.16967658, -97.74005671)",AAR Inc.,5127786800
2017-011195 BP,R- 645 Demolition One Family Homes,Demolition,No,1615 S 2ND ST,Total demolition of primary structure Built circa 192821518  DD A site inspection was completed on 13118 Development  Utility Construction work is ongoing without proper Tree Protection for the Heritage Pecan trees 2 in the front 3 along the North property line Tree Protection and mulch per ECM 352 specs and the Tree Permit issued are required to be in place at all times during construction activities A on site meeting is required with the property owner contractor their Independent Certified Arborist the City's Inspecting Arborist and Compliance Supervisor douglasdearaustintexasgov to review current development impacts  A Five Year Tree Care Plan is required mitigate for impacts  The Tree Care Plan is to be provided and implemented by a independent Certified Arborist Tree Care Plan shall follow ECM 354 P6 specs and be reviewed for completeness by the City Arborist Environmental Compliance Supervisor  Please provide all information to douglasdearaustintexasgov   Tree care to include post construction Air tilling of soil within the Full CRZ and incorporation of 1 of compost prior to applying landscape mulchRe inspection fee for the Notice of Violation is owed 30056Tree protection measures per ECM 352 specs must be in place and fees paid prior to resuming work on sitePrior to Final Tree Inspection Executed copies of Tree Care Plan shall be provided  Entire Scope of Tree Care Plan shall be paid and receipts provided prior to final Tree Inspection,401021303,45X200FT BLK C BOULDIN JAMES E ADDN,1/20/2017,2/1/2017,2017,Final,2/27/2018,2/27/2018,2/27/2018,"1,428","8,000.00",1,1,1615 S 2ND ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11665701,11665701,11660524,30.24882056,-97.75658054,"(30.24882056, -97.75658054)","Sisk-Robb, Incorporated",5122607171
2018-005433 BP,R- 645 Demolition One Family Homes,Demolition,No,2903 BRINWOOD AVE,Total demo of existing SFR built circa 1962,405030841,LOT 2 BLK 6 BRINWOOD SEC 3,1/5/2018,1/18/2018,2018,Final,3/8/2018,3/8/2018,3/8/2018,"1,219","3,000.00",1,1,2903 BRINWOOD AVE,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11851087,11851087,11847126,30.23404754,-97.75994889,"(30.23404754, -97.75994889)",Sanchez Lot Clearing,5122938752
2017-160138 BP,R- 645 Demolition One Family Homes,Demolition,No,1608 MAPLE AVE,total demo of sf res,210110504,1301AC OF N 975' OF LOT 8  E 38' OF LOT 7 BLK 12 OLT 3233 DIV B GLENWOOD ADDN,12/6/2017,1/19/2018,2018,Active,5/1/2018,10/28/2018,,"2,062","4,500.00",1,1,1608 MAPLE AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11843273,11843273,11833249,30.27814116,-97.71597168,"(30.27814116, -97.71597168)",MX3 Investments,5122702900
2017-160139 BP,R- 645 Demolition One Family Homes,Demolition,No,1608 MAPLE AVE,total demo of secondary dwelling,210110504,1301AC OF N 975' OF LOT 8  E 38' OF LOT 7 BLK 12 OLT 3233 DIV B GLENWOOD ADDN,12/6/2017,1/19/2018,2018,Active,5/1/2018,10/28/2018,,528,"4,500.00",1,1,1608 MAPLE AVE,78702,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11843274,11843274,11833249,30.27814116,-97.71597168,"(30.27814116, -97.71597168)",MX3 Investments,5122702900
2018-003778 BP,R- 645 Demolition One Family Homes,Demolition,No,1104 E 2ND ST,Total demolition of existing SFR built circa 2001,204051711,LOT 1516 BLK 2 OLT 18 DIV O SHELLEY N G SUBD,1/10/2018,1/12/2018,2018,Final,4/26/2018,4/26/2018,4/26/2018,846,"8,000.00",1,1,1104 E 2ND ST,78702,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11849103,11849103,11849055,30.26124269,-97.73256916,"(30.26124269, -97.73256916)","RJ 3 Building Group, LLC",5128442152
2018-003782 BP,R- 645 Demolition One Family Homes,Demolition,No,1205 COMETA ST,Total demolition of existing SFR built circa 1961,210180503,LOT 3 BLK 4 OLT 21 DIV B CHERNOSKY NO 9 TITLE CANCELED TO REAL ESTATE,1/10/2018,1/12/2018,2018,Final,4/27/2018,4/27/2018,4/27/2018,846,"8,000.00",1,1,1205 COMETA ST,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11849107,11849107,11849049,30.27904384,-97.68920478,"(30.27904384, -97.68920478)",Pecan Valley Homes LLC***MAIN***,5128442152
2013-019923 BP,R- 645 Demolition One Family Homes,Demolition,No,4903 WEST PARK DR,Total demo of existing single family residence  Circa 1952,128001129,N18FT OF LOT 10   S48FT OF LOT 11 HIGHLAND VILLAGE SEC 1,2/27/2013,3/5/2013,2013,Final,3/11/2013,3/11/2013,3/11/2013,0,0,1,1,4903 WEST PARK DR,78731,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10904962,10904962,10903962,30.32632009,-97.75292242,"(30.32632009, -97.75292242)",DAR Construction,5124534646
2017-112561 BP,R- 645 Demolition One Family Homes,Demolition,No,1603 HETHER ST,total demo of home,100061307,E 75 FT OF LOT 3136 BLK B OAK HILL ADDN,8/8/2017,9/15/2017,2017,Final,3/14/2018,3/14/2018,3/14/2018,"1,419","3,000.00",1,1,1603 HETHER ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11786759,11786759,11769322,30.25066422,-97.76992539,"(30.25066422, -97.76992539)",Southwest Destructors****MAIN***,5129179511
2017-114100 BP,R- 646 Demolition Two Family Bldgs,Demolition,No,3501 PENNSYLVANIA AVE,Complete demolition of existing duplex residence  RESIDENTIAL DEMOLITION,209160430,2400 OF LOT 21 OLT 17 DIV B HUSTON SAM HEIGHTS,10/7/2016,9/14/2017,2017,Active,9/14/2017,9/14/2019,,"1,240","5,000.00",1,1,3501 PENNSYLVANIA AVE,78721,1,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11788629,11788629,11612948,30.27546878,-97.69563079,"(30.27546878, -97.69563079)",WAY SCOTT E,
2017-115616 BP,R- 645 Demolition One Family Homes,Demolition,No,1105 W 39TH HALF ST UNIT A,Total demolition of two existing SFR's built circa 1961,221020516,LOT 3 DUNN ADDN,7/3/2017,9/15/2017,2017,Active,3/14/2018,9/10/2018,,600,"4,000.00",1,1,1105 W 39TH HALF ST UNIT A,78756,10,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11790342,11790342,11750111,30.30757505,-97.74357503,"(30.30757505, -97.74357503)",Southwest Destructors****MAIN***,5129179511
2009-049753 BP,R- 645 Demolition One Family Homes,Demolition,No,406 W MARY ST,Demolish a circa 1935 1 story 740 square foot single family residence See 2010028710 for repermit ONLY WENT TO HLC NO ATTACHMENTS IN AMANDA ALSO NO RECORDS ON CCW,402010221,LOT 14 BLK 4B NEWNING  WARNERS SUBD,4/15/2009,5/22/2009,2009,VOID,10/14/2014,11/18/2009,,700,"5,700.00",1,1,406 W MARY ST,78704,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=10280395,10280395,10261140,30.24647808,-97.75511617,"(30.24647808, -97.75511617)",Pure Design Build,5125852010
2018-027134 BP,R- 645 Demolition One Family Homes,Demolition,No,1703 WOODLAND AVE,Total demo of existing home  Circa 1969,304040104,LOT 6 WOODLAND HILLS SEC 1,2/23/2018,3/29/2018,2018,Active,3/29/2018,9/29/2018,,"3,138","18,000.00",1,1,1703 WOODLAND AVE,78741,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11877536,11877536,11872310,30.23888051,-97.73491356,"(30.23888051, -97.73491356)",J. TWO SONS CONCRETE CONTRACTORS LLC,5125630785
2018-050124 BP,R- 645 Demolition One Family Homes,Demolition,No,1508 HETHER ST,total demo of sf res  circa 1941,100050249,LOT 19 STAEHELY AND WENDLANDT RESUB FREDERICKSBURG ROAD ACRES 2,2/12/2018,3/8/2018,2018,Final,5/18/2018,5/18/2018,5/18/2018,"1,200","6,000.00",1,1,1508 HETHER ST,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11901078,11901078,11865485,30.25029854,-97.76855705,"(30.25029854, -97.76855705)","Paradisa Homes, LLC",5129104505
2018-056003 BP,R- 645 Demolition One Family Homes,Demolition,No,2311 WESTOAK DR,total demo of home  circa 1955,402110428,LOT 57  N TRI OF LOT 58 WEST PARK ADDN,3/9/2018,3/30/2018,2018,Final,8/2/2018,8/2/2018,8/2/2018,"1,594","7,500.00",1,1,2311 WESTOAK DR,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11908083,11908083,11902530,30.24274261,-97.78560656,"(30.24274261, -97.78560656)",Absolute Demolition,5129181989
2018-059636 BP,R- 645 Demolition One Family Homes,Demolition,No,3102 HUNT TRL,total demo of sf res  circa 1960,234000726,LOT 9 BLK C ALLANDALE TERRACE,3/19/2018,4/10/2018,2018,Final,5/21/2018,5/21/2018,5/21/2018,0,0,1,1,3102 HUNT TRL,78757,7,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11914090,11914090,11907152,30.3448713,-97.74924246,"(30.3448713, -97.74924246)","Paradisa Homes, LLC",5129104505
2018-060270 BP,R- 645 Demolition One Family Homes,Demolition,No,604 CUMBERLAND RD,total demo of house circa 1953,404041216,LOT 15 BLK A OAK RIDGE HEIGHTS SEC 1,3/12/2018,3/28/2018,2018,Active,8/9/2018,2/5/2019,,810,"5,000.00",1,1,604 CUMBERLAND RD,78704,3,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11914925,11914925,11903401,30.23857362,-97.76264106,"(30.23857362, -97.76264106)",DAR Demolition,5124534646
2018-061671 BP,R- 645 Demolition One Family Homes,Demolition,No,808 GARNER AVE,total demo of sfres circa 1937,104040820,LOT 910 BLK K BARTON HEIGHTS,3/1/2018,3/30/2018,2018,Active,3/30/2018,3/30/2020,,"1,581","10,000.00",1,1,808 GARNER AVE,78704,5,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11916615,11916615,11876976,30.25965619,-97.76613823,"(30.25965619, -97.76613823)",Matt Sitra Custom Homes,5128019070
2018-061683 BP,R- 645 Demolition One Family Homes,Demolition,No,1503 W 10TH ST UNIT 2,total demo of home circa 1925,110020603,68 X 233 FT OLT 4 DIVISION Z,2/7/2018,3/30/2018,2018,Active,3/30/2018,3/30/2020,,"1,336","5,000.00",1,1,1503 W 10TH ST UNIT Z,78703,9,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11916627,11916627,11863640,30.27795697,-97.759016,"(30.27795697, -97.759016)",Larry Anderson Construction,5126573858
