CalendarYearIssued,Description
2018,Partial Demo to portion of the back will be demolished including windows doors stone studs  concrete Remodel Kitchen Dining Rm into an Office Bedroom into a Laundry Rm Laundry Rm into a Mud Rm  remodel Master Bathroom Addition to extend Dining Room to the edge of existing porch in rear of existing 1 story SF res
2018,Partial demo Demolishing attached carport and rebuilding in same location First floor addition to existing single family residential to include master bedroom master bath utility room and half bath Second story addition to include 2 bedrooms and 1 bath Complete interior remodel
2018,Addition Remodel w Historic Review and Partial Demo
2018,Partial Demo  addition remodel Addition of master bedbath and breezeway to existing SFR Rebuild front porch under existing porch roof
2018,Partial demo adding master bedroom and bath
2018,Partial DemoRemodel and addition including carport
2018,Partial Demo Convert existing 2car garage to master bedroom and master bath in existing SFR Remodel existing living room at rear to be two bedrooms and a bath Remove closet relocate kitchen to existing bedroom New front deck new rear covered patio Replace all windows with new replace all exterior doors with new replace existing 1car garage's door with new
2018,PARTIAL DEMO Remodel existing bedroom bathroom to create an accessory apartment for a tenant over the age of 60 Addition of a screened in porch deck and wooden stairs to grade
2018,Partial demo Addition to existing garage to create new one car parking area
2018,Partial Demo to remove interior kitchen wall 3 ft forward Interior Remodel to move interior wall to enlarge kitchen space Addition to convert existing front Covered Porch into more kitchen space to existing NonComplying 1 story SF res
2018,Partial Demo to remove existing south exterior wall for new addition select interior demolition Expansion of existing bedroom to be a new master suite with bedroom bathroom  closet add new rear wood deck partially covered to existing 1 story SF res
2018,PARTIAL DEMO Addition  Remodel New second story above garage with bedroom wet bar game room and bathroom Extensive interior remodel of first floor No change to building footprint
2018,partial Demo addition and remodel to home addressing CV 16052175  SFR will have 3 bedrooms 2 bathrooms and 1car carport
2018,Partial Demo to remove garage door and replace Addition to convert existing garage into 2 Bedrooms 1 Bathroom   WasherDryer connections to existing 1 story SF res
2018,Partial Demo to remove exterior wall and any attached roofing material remove existing wood ramps  rails in front and rear of house remove shed in carport area remove 2 storage sheds in back yard Remodel to include modifying current kitchen layout by removing a nonload bearing wall new windows doors bathroom sinks and toilets electrical panel box will be placed in rear of the new addition install new insulation Addition of New Hall Bathrm Hallway Utility Rm New Uncovered Wood Deck New Master Bedroom New Master Bathroom Walkin Closet and new Closet to Bedrm 2 in rear of existing 1 story SF res
2018,Partial demo Rebuild of uncovered wood deck at rear of existing SFR
2018,Partial Demo of roof removal interior partitions sheetrock studs windows doors cabinets plumbing fixtures flooring material remove existing front porch and rear existing patio Remodel to replace windows and doors exterior roof work remodel existing rear bathroom convert portion of existing dining rm into laundry rm convert rest of dining into kitchen and relocate existing dining rm into existing kitchen convert existing laundry rm bath and storage into master bedrm convert existing multipurpose rm into master bathrm Addition of a new Front Porch Front Carport and Rear Covered Patio   REVISION 1 submitted 2212018  Addition of a second story with a Media Rm Study Bedroom and a Full Bath reconfigure original first floor layout for stairs raise plate height to 10 ft
2018,Partial demoAddition remodel of single family residence including adding second floor and additional bath  New roof new MEP new exterior cladding
2018,Interior Remodel to detached accessory dwelling unit with partial demo  MEP upgrades
2018,Partial demo Second story addition to existing 2 story single family residence New master suite new half bath new siding new windows new roof interior remodel
2018,Partial Demo 2story addition to existing 2story SFR interior remodel Enlarge rear porch Enclose side porch Enclose upper rear porch Add upper balcony over enlarged lower rear porch Reconfigure interior walls New exterior and interior finishes New mechanical systems Extend private driveway and private walkway Remove and replace existing inground swimming pool remove existing spa Add 82 sqft to existing attached garage
2018,Partial Demo of Laundry Rm walls SE Corner and Wood Deck South Side Remodel existing Bathroom Addition of a Bedroom 12 Bath and Laundry Closet to rear SouthSE side of existing 1 story SF res
2018,Partial Demo of a 1979 SFR Interior Remodel and wall reconfiguration at kitchen and dining room small addition of livable space but was signed off by a senior reviewer upgrades include electrical plumbing and mechanical work
2018,Partial demo Addition to existing SFR along w other interior remodel work in NCCD and HD
2018,Partial demo  Relocating stairs to bedroom over garage
2018,Partial Demo of exterior sheathing of approx 19' 2 wide area of existing wall down to existing studs Addition of a new Master Bathroom  Walkin Closet in rear of existing NonComplying 1 story SF res Expired permits 2003007320EP 1954E2623W and 195434143 to be repermitted and resolved upon final completion of new scope of work
2018,Partial demo  Interior Remodel  Window to door
2018,Partial Demo to rear portion of house composed of shingles siding windows and plywood Remodel of existing Utility Rm to convert into an Office Addition of a new Utility Rm Hallway Side Covered Patio Master Bedrm Master Bathroom  Walkin Closet in rear of existing 1 story SF res
2017,Partial demo 1story 372 sf addition to existing 1story SFR Adding covered screened patio adding bedroom Remodel 1181 sf of existing floor plan moving existing full bathroom to new addition as master bath moving guest bathroom Existing noncompliant covered front porch to remain unaltered
2017,Partial Demo of front porchoffice wall Addition of a New Front Covered Porch  expand existing office into a Master Bedroom addition to convert 12 of garage into a new Master Bathroom and Master Closet to existing 1 story SF res
2017,Partial Demo retrofit a few windows remove interior walls Interior Remodel to remove all sheetrock replace windows all new plumbing fixtures replace all electrical wiring new insulation add closet in existing rear bedrm 2 remove interior wall between Kitchen  Bedrm 1 convert existing Bedrm 1 into Living Rm remove interior walls between Dining Rm  Hallway convert closet  expand into Laundry Rm convert existing Living Rm into Bedrm 1 and add Bathrm Addition of a new front Uncovered Wood Deck and Rear Uncovered Wood Deck to existing 1 story SF res
