PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
BP,Building Permit,2011-094044 BP,R- 434 Addition & Alterations,Addition,No,6109 HIGHLANDALE DR,Partial demolition to demolish wooden deck breezeway and wooden stairs  Addition of a new deck new den masterbedroom new dormer at playroom and new wooden deck to existing sf res,0136030412,,2011/09/28,2011/10/21,FRIDAY,2011,2012,No,Permit Center,Final,2012/05/07,2012/05/07,,,1987,,$42000.00,2,1,,,,,,,,,,,6109 HIGHLANDALE DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10665967,10665967,30.34729061,-97.76274051,"(30.34729061, -97.76274051)"
BP,Building Permit,2014-134158 BP,R- 434 Addition & Alterations,Addition and Remodel,No,908 W 18TH ST,partial demoAddition to existing res to create extra living space and ne coverd rear patio Nonstructural remodel of kitchen and master on 2nd floor floors cabinents MEP paint drywall,0211010123,LOT 6 CHESTNUT PLACE,2014/11/24,2014/12/19,FRIDAY,2014,2015,No,Permit Center,Active,2016/04/29,,,,487,$20000.00,$70000.00,2,1,,$14000.00,,$3000.00,,$0.00,,$3000.00,,,908 W 18TH ST,AUSTIN,TX,78701,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11266951,11266951,30.28268602,-97.74828326,"(30.28268602, -97.74828326)"
BP,Building Permit,2013-125372 BP,R- 434 Addition & Alterations,Addition and Remodel,No,8722 SILVERHILL LN,Partial demo of brick and wall on the left side and rear of home and rear deck to be removed Addition of master bedrm bathrm storage closet new uncovered wood deck Remove walls between kitchen and livingrm frame new wall to create pantryoffice,0247011109,,2013/09/30,2013/12/09,MONDAY,2013,2014,No,Permit Center,Final,2014/05/29,2014/05/29,,,613,$60000.00,$130000.00,2,1,,$40000.00,,$6000.00,,$4000.00,,$10000.00,,,8722 SILVERHILL LN,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11057638,11057638,30.38017418,-97.7463487,"(30.38017418, -97.7463487)"
BP,Building Permit,2015-026447 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5108 BLUFFSIDE DR,Partial demolition deckbalcony to be replaced with second floor addition at front a residence Second floor addition for new office area Permit to address unpermitted uncovered wood deck at rear of residence,0152030542,,2015/01/12,2015/03/23,MONDAY,2015,2015,No,Permit Center,Final,2015/06/02,2015/06/02,,,575,$26000.00,$26000.00,2,1,,$24800.00,,$1200.00,,$0.00,,$0.00,,,5108 BLUFFSIDE DR,AUSTIN,TX,78759,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11307665,11307665,30.39044477,-97.76074929,"(30.39044477, -97.76074929)"
BP,Building Permit,2009-103527 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5303 BRANDING CHASE,partial demo of master bedroom wall Addition to enlarge master bedroom Remodel master bathroom and closet MEP permits required,0264000305,,2009/09/15,2009/09/15,TUESDAY,2009,2009,No,Permit Center,Final,2010/05/10,2010/05/10,,,183,$2000.00,$18000.00,1,1,,$1000.00,,$500.00,,$200.00,,$300.00,,,5303 BRANDING CHASE,AUSTIN,TX,78727,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10340771,10340771,30.42443637,-97.73821356,"(30.42443637, -97.73821356)"
BP,Building Permit,2015-025184 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2402 WILDGROVE DR,partial demodemo of existing sunroom and portion of master bdrm suite concrete drive New sunroom master closet bath and bedroom new bath at nw corner new concrete at drive and entry Upgrade HVAC system electric service various finishes,0104070909,LOT 13 BLK 6 BARTON TERRACE SEC 3,2015/02/04,2015/03/11,WEDNESDAY,2015,2015,No,Permit Center,Active,2016/07/19,,,,681,$50000.00,$250000.00,1,1,,$45000.00,,$500.00,,$3000.00,,$1500.00,,,2402 WILDGROVE DR,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11306247,11306247,30.25875359,-97.77739349,"(30.25875359, -97.77739349)"
BP,Building Permit,2015-029549 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5009 EILERS AVE,Partial demo of existing single family residence to remove existing front porch and replace with a larger front porch removing 2 north side windows  replace 1 with new door the other with siding remove single window on the east side  replace with a pair of windows remove 2 windows on the south side  replace 1 with a smaller window the other with siding  Addition to also include a new attached deck on north side of house  Remodel scope of work to include replacing all other remaing doors and windows replace the existing roof install new siding  trim over existing siding  trim enlarging the kitchen relocating the water heater  HVAC  Flatwork to be removed as indicated on one of the site plans  Existing attached rear patio cover built without a permit to be permitted at this time,0222110606,LOT 910 BLK 8 HIGHLANDS THE,2015/02/18,2015/03/18,WEDNESDAY,2015,2015,No,Permit Center,Final,2015/07/27,2015/07/27,,,350,$40000.00,$50000.00,1,1,,$30000.00,,$5000.00,,$0.00,,$5000.00,,,5009 EILERS AVE,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11312816,11312816,30.31236142,-97.71733541,"(30.31236142, -97.71733541)"
BP,Building Permit,2015-137170 BP,R- 434 Addition & Alterations,Addition and Remodel,No,10502 PLUMEWOOD DR,Partial demo to remove wood deck and removing stone patio Addition of an attached screenedin porch in rear of existing 2 story SF res,0166190609,,2015/09/09,2015/11/20,FRIDAY,2015,2016,No,Permit Center,Active,2016/05/18,,,,300,$0.00,$20000.00,1,1,,$0.00,,$0.00,,$0.00,,$0.00,,,10502 PLUMEWOOD DR,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11445785,11445785,30.43074075,-97.80800815,"(30.43074075, -97.80800815)"
BP,Building Permit,2014-048536 BP,R- 435 Renovations/Remodel,Remodel,No,4505 CROSS VALLEY RUN,Partial Demo and Exterior Front Porch Remodel without any change to square footage  Demo to remove porch columns and fascia  No exterior walls will be affected  Replace existing exterior columns and archway with new steel columns and entryway  Reframe existing exterior patio ceiling to create gabled entryway and replace ceiling finish material,0133071203,LOT 14 COMMONS AT CROSS VALLEY RUN THE,2014/05/07,2014/05/13,TUESDAY,2014,2014,No,Permit Center,Final,2014/12/22,2014/12/22,,250,,$36000.00,,2,1,,$36000.00,,$0.00,,$0.00,,$0.00,,,4505 CROSS VALLEY RUN,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11145646,11145646,30.34330446,-97.77714149,"(30.34330446, -97.77714149)"
BP,Building Permit,2010-109081 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1215 RICHCREEK RD,partial demo of exisitng sfres  removal of rear patio and portions of rear wall and associated roof structure to accomodate addition of new utility room attached garage and master suite  bedbathcloset  interior remodel of entire remaining structure  kitchen living bath and two bedrooms  replacement of existing kitchen and bedroom windows and all siding,0235081208,,2010/11/18,2010/12/21,TUESDAY,2010,2011,No,Permit Center,Final,2011/08/03,2011/08/03,,,996,$55000.00,$99000.00,1,1,,$40000.00,,$5000.00,,$6000.00,,$4000.00,,,1215 RICHCREEK RD,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10528966,10528966,30.34513541,-97.72357836,"(30.34513541, -97.72357836)"
BP,Building Permit,2014-105123 BP,R- 435 Renovations/Remodel,Remodel,No,2500 WEBER AVE,Partial Demolition to raise roof peak  Interior Remodel  Repairreplacerefinish damaged interior finishes throughout residence  including walls floors and ceiling  Remodel kitchen and existing bathrooms with updated equipment fixtures and millwork  Replace all windows and doors  Relocate utility room and add halfbath  Extend roof peak to allow for positive drainage and replace roof sheathingmaterials with similar  Add 3 windows to west elevation  Relocate existing light fixtures and add new light fixtures where indicated in drawings  Replace existing HVAC unit with new and relocate existing air ducts to be reconfiguredreused  Add new exhaust fans to all bathrooms and utility rooms  Existing noncomplying residence 37 ft from west property line,0212101230,LOT 31 HOLY CROSS HEIGHTS,2014/09/12,2014/10/03,FRIDAY,2014,2015,No,Permit Center,Final,2015/06/15,2015/06/15,,1899,,$65000.00,,1,1,,$46000.00,,$8000.00,,$5000.00,,$6000.00,,,2500 WEBER AVE,AUSTIN,TX,78722,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11225171,11225171,30.2825628,-97.71606094,"(30.2825628, -97.71606094)"
BP,Building Permit,2015-071459 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2010 KINNEY AVE,Partial demolition Additionremodel  Addition of single family residential  3 bedrooms  25 baths 1 car carport,0100061313,LOT 1314 BLK B OAK HILL ADDN,2015/05/13,2015/06/17,WEDNESDAY,2015,2015,No,Permit Center,Active,2016/10/02,,,,2240,$8000.00,$100000.00,2,1,,$5000.00,,$1000.00,,$1000.00,,$1000.00,,,2010 KINNEY AVE,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11369800,11369800,30.24982879,-97.77009646,"(30.24982879, -97.77009646)"
BP,Building Permit,2013-097672 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5810 LINK AVE,Partial demoaddition to back of house to extend bath bedroom kitchen and dining room Interior remodel to these areas to repair addition Addition of new side entrance,0227090205,LOT 60 SKYVIEW SEC 1,2013/08/16,2013/09/20,FRIDAY,2013,2013,No,Permit Center,Final,2014/01/31,2014/01/31,,,561,$24900.00,$98600.00,1,1,,$15000.00,,$2500.00,,$2900.00,,$4500.00,,,5810 LINK AVE,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11018720,11018720,30.32491067,-97.71973122,"(30.32491067, -97.71973122)"
BP,Building Permit,2012-044190 BP,R- 434 Addition & Alterations,Addition and Remodel,No,7903 VALBURN DR,Partial demo to remove part of south elevation glavanized roof to tie in new addition roof framing removal of split faced cinder block veneer from entry way on West and South elevations remodel to change use of existing studio and loft into a guest house repair electrical as needed repair HVAC as needed repair plumbing as needed replace old windows with new new siding and new foundation addition to add 335 sq ft to guesthouse to create a bedroom,0145070306,,2012/04/19,2012/05/09,WEDNESDAY,2012,2012,No,Permit Center,Final,2012/09/04,2012/09/04,,,335,$47425.00,$88350.00,2,1,,$33125.00,,$2900.00,,$6800.00,,$4600.00,,,7903 VALBURN DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10761529,10761529,30.37584663,-97.77177777,"(30.37584663, -97.77177777)"
BP,Building Permit,2013-096823 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2710 SILVERWAY DR,Partial demolitiongarage coversionadditionremodel that includes interior remodel of existing kitchen family room laundry room and office which extends into tthe existing 2 car garage Garage becomes 1 car garage Adding new covered entry stoop on east wall Permit expired permit 1983007046BP for the sunroom addition,0237030710,,2013/08/16,2013/09/17,TUESDAY,2013,2013,No,Permit Center,Final,2014/11/10,2014/11/10,,,264,$57176.00,$59946.00,1,1,,$41648.00,,$8597.00,,$421.00,,$6510.00,,,2710 SILVERWAY DR,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11016297,11016297,30.35407816,-97.73787389,"(30.35407816, -97.73787389)"
BP,Building Permit,2015-093106 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2000 KENWOOD AVE,Interior remodel  Partial demolition  Interior renovation of existing loft into enclosed office  Add new exterior window for egress,0303021203,LOT 12 BLK 35 TRAVIS HEIGHTS,2015/07/24,2015/08/17,MONDAY,2015,2015,No,Permit Center,Final,2015/09/04,2015/09/04,,,0,$12000.00,$12000.00,2,1,,$10000.00,,$1000.00,,$1000.00,,$0.00,,,2000 KENWOOD AVE,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11394975,11394975,30.23987736,-97.74298629,"(30.23987736, -97.74298629)"
BP,Building Permit,2015-107750 BP,R- 434 Addition & Alterations,Addition and Remodel,No,505 SACRAMENTO DR,Interior remodel  Partial Demolition  Kitchen remodel,0405031110,Lot 10 Block B Subdivision SOUTH PARK SEC 1,2015/08/26,2015/09/08,TUESDAY,2015,2015,No,Permit Center,Active,2016/10/02,,,,0,$35000.00,$0.00,1,1,,$23500.00,,$5000.00,,$1500.00,,$5000.00,,,505 SACRAMENTO DR,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11411700,11411700,30.23502514,-97.76192782,"(30.23502514, -97.76192782)"
BP,Building Permit,2014-025300 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4702 WIND RIVER RD,Partial demo of patio exterior east brick wall roof over garage front south wall of houseroof Addition of foundation in front of home for add 1st floor living space and porch relocate existing gas meter relocate front entry upgrade HVAC as necessary for add sq ft Add three window units in new space and sliding door kitchen Remove existing wallpassthrough btwn livingkitchen Install lighting and electrical receptacles in new living space REPERMIT 2009115757 BP Install 7 replacement windows on the existing single family residence,0258040203,,2014/02/21,2014/03/14,FRIDAY,2014,2014,No,Permit Center,Final,2014/07/16,2014/07/16,,,558,$3400.00,$103000.00,1,1,,$1000.00,,$1000.00,,$1000.00,,$400.00,,,4702 WIND RIVER RD,AUSTIN,TX,78759,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11105133,11105133,30.41061792,-97.73777322,"(30.41061792, -97.73777322)"
BP,Building Permit,2015-126641 BP,R- 434 Addition & Alterations,Addition and Remodel,No,3411 MOUNT BARKER DR,Partial demo new window new door Additionremodel kitchen and bath remodel convert garage to add master bedrmbath sliding glass doors at rear of resREVISION remove garage conversion keep garage remove sliding glass doors at rear of res,0126060813,LOT 17 BLK X BALCONES PARK SEC 8,2015/09/30,2015/10/21,WEDNESDAY,2015,2016,No,Permit Center,Final,2016/03/09,2016/03/09,,,517,$10000.00,$12000.00,1,1,,$6000.00,,$2000.00,,$0.00,,$2000.00,,,3411 MOUNT BARKER DR,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11433561,11433561,30.32477456,-97.7710317,"(30.32477456, -97.7710317)"
BP,Building Permit,2013-044429 BP,R- 434 Addition & Alterations,Addition and Remodel,No,5801 TRAVIS COOK RD,Partial demo enclose garage for use as studio Add half bath add interior wall at great room reconfigure existing 12 bath cap porch and garage slabs APPROVED THROUGH COC PROGRAM,0101440827,LOT 1B MULLER SUBD REPLAT OF,2013/04/22,2013/05/01,WEDNESDAY,2013,2013,No,Permit Center,Final,2013/08/27,2013/08/27,,,0,$10000.00,$35000.00,1,1,,$7000.00,,$1000.00,,$1000.00,,$1000.00,,,5801 TRAVIS COOK RD,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10940165,10940165,30.25714178,-97.88929878,"(30.25714178, -97.88929878)"
BP,Building Permit,2011-091271 BP,R- 434 Addition & Alterations,Addition,No,10401 TWEEDSMUIR DR,Partial demolition of rear wall wood deck and roof structure to accomodate new addition of a covered wooden deck and a uncovered wooden deck to the rear of the existing onestory sf res,0164130502,,2011/09/21,2011/10/10,MONDAY,2011,2012,No,Permit Center,Final,2012/06/06,2012/06/06,,,616,,$43037.00,1,1,,,,,,,,,,,10401 TWEEDSMUIR DR,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10662924,10662924,30.42358252,-97.79508557,"(30.42358252, -97.79508557)"
BP,Building Permit,2015-142684 BP,R- 434 Addition & Alterations,Addition and Remodel,No,802 BARTON BLVD,Partial Demo  Interior Remodel Kitchen and Powder Bathroom  Replacing all finishes and millwork  Changing location of bathroom  Replacing existing 1st floor windows and doors on the rear side of the house,0104040114,LOT 2A LESS 0019AC RESUB OF LOT 12 SOUTH LUND PARK SEC 2,2015/10/14,2015/12/07,MONDAY,2015,2016,No,Permit Center,Active,2016/08/10,,,,0,$326000.00,$335000.00,3,1,,$250000.00,,$25000.00,,$1000.00,,$50000.00,,,802 BARTON BLVD,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11452503,11452503,30.26092874,-97.76801803,"(30.26092874, -97.76801803)"
BP,Building Permit,2015-151928 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4611 JINX AVE,Partial Demo Replacing all interior mechanical electrical and plumbing replacing all exteriorinterior doors windows and drywall,0410090801,LOT 1A FOREST OAKS RESUB OF LOT 1 BLOCK K,2015/09/23,2015/12/23,WEDNESDAY,2015,2016,No,Permit Center,Active,2016/06/20,,,,0,$37000.00,$37000.00,1,1,,$16450.00,,$7500.00,,$5250.00,,$7800.00,,,4611 JINX AVE,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11463392,11463392,30.21992557,-97.78116033,"(30.21992557, -97.78116033)"
BP,Building Permit,2016-018551 BP,C-1000 Commercial Remodel,Remodel,No,211 S LAMAR BLVD NB,Partial demolition and  Remodel interior  exterior to Existing Restaurant,0105020308,LOT 1 BLK A PAGGI HOUSE SUBD,2015/11/09,2016/02/23,TUESDAY,2016,2016,No,Permit Center,Active,2016/10/10,,,3548,,$540000.00,,0,0,,$288000.00,,$99000.00,,$20000.00,,$133000.00,,$0.00,211 S LAMAR BLVD NB,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11488133,11488133,30.26395435,-97.7567913,"(30.26395435, -97.7567913)"
BP,Building Permit,2011-028942 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1700 W ST JOHNS AVE,Partial demo to remove front porch remove entire roof including tin decking  framing Complete gut and interior remodel of existing house replace exterior siding windows and doors  Addition to add 1005 sq ft for master bedrm walkin closet bath and relocated kitchen add 399 sq ft to North side for attached garage add 221 sq ft to rear for uncovered wood deck  add 96 sq ft for front covered porch to existing 1 story SF res,0234070331,,2011/04/07,2011/04/07,THURSDAY,2011,2011,No,Permit Center,Final,2011/08/16,2011/08/16,,,1721,$32500.00,$110000.00,1,1,,$10000.00,,$7500.00,,$5000.00,,$10000.00,,,1700 W ST JOHNS AVE,AUSTIN,TX,78757,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10570251,10570251,30.34382995,-97.72822434,"(30.34382995, -97.72822434)"
